#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
128	COL16A1_AR	COL16A1	1307	AR	0.2269	0.1694	0.5033	0.7041	0.0000	0.0000	0.0000	0.5033	0.5033	1.0000	0				Proximity to COL5A1 associated with Classical Ehlers-Danlos syndrome (ORPHA:287): Nephrocalcinosis (HP:0000121)-Bladder diverticulum (HP:0000015), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Atrophic scars (HP:0001075), 	Proximity to COL5A1 Skeletal muscle atrophy (HP:0003202)-thin dermal layer (MP:0001244), Short stature (HP:0004322)-thin dermal layer (MP:0001244), 	
129	POTEF_AR	POTEF	728378	AR	0.2298	0.1644	0.5041	0.6993	0.0000	0.0000	0.0000	0.5041	0.5041	1.0000	0				Proximity to ASH1L associated with Intellectual developmental disorder, autosomal dominant 52 (OMIM:617796): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Skeletal muscle atrophy (HP:0003202)-Scapular winging (HP:0003691), Short stature (HP:0004322)-High palate (HP:0000218), 	Proximity to ASH1L Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
130	MUC12_AR	MUC12	10071	AR	0.2302	0.1637	0.5048	0.6980	0.0000	0.0000	0.0000	0.5048	0.5048	1.0000	0				Proximity to GALNT3 associated with Tumoral calcinosis, hyperphosphatemic, familial, 1 (OMIM:211900): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Calcinosis (HP:0003761), 	Proximity to GALNT3 Nephrocalcinosis (HP:0000121)-nephrocalcinosis (MP:0003197), Rhabdomyosarcoma (HP:0002859)-calcified muscle (MP:0003199), Skeletal muscle atrophy (HP:0003202)-calcified muscle (MP:0003199), 	
131	MUC6_AR	MUC6	4588	AR	0.2313	0.1619	0.5048	0.6965	0.0000	0.0000	0.0000	0.5048	0.5048	1.0000	0				Proximity to GALNT3 associated with Tumoral calcinosis, hyperphosphatemic, familial, 1 (OMIM:211900): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Calcinosis (HP:0003761), 	Proximity to GALNT3 Nephrocalcinosis (HP:0000121)-nephrocalcinosis (MP:0003197), Rhabdomyosarcoma (HP:0002859)-calcified muscle (MP:0003199), Skeletal muscle atrophy (HP:0003202)-calcified muscle (MP:0003199), 	
132	SLC8A1_AD	SLC8A1	6546	AD	0.2382	0.1511	0.5001	0.6930	0.0000	0.3313	0.2962	0.5001	0.5001	1.0000	0		Rhabdomyosarcoma (HP:0002859)-absent Z line (MP:0004092), Skeletal muscle atrophy (HP:0003202)-absent Z line (MP:0004092), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	Rhabdomyosarcoma (HP:0002859)-myocardium uncoordinated, abnormal (ZP:0007878), Skeletal muscle atrophy (HP:0003202)-cardiac muscle cell decreased length, abnormal (ZP:0100739), 	Proximity to ABCC8 associated with Transient neonatal diabetes mellitus (ORPHA:99886): Nephrocalcinosis (HP:0000121)-Abnormality of the kidney (HP:0000077), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Macroglossia (HP:0000158), Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), 		
133	CAMK1G_AD	CAMK1G	57172	AD	0.2388	0.1503	0.5001	0.6923	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to RYR1 associated with King-Denborough syndrome (OMIM:619542): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Skeletal muscle atrophy (HP:0003202)-Minicore myopathy (HP:0003789), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to RYR1 Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-slow postnatal weight gain (MP:0008489), Premature birth (HP:0001622)-decreased locomotor activity (MP:0001402), Rhabdomyosarcoma (HP:0002859)-abnormal muscle fiber morphology (MP:0004087), Skeletal muscle atrophy (HP:0003202)-abnormal muscle fiber morphology (MP:0004087), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	Proximity to RYR1 Rhabdomyosarcoma (HP:0002859)-longitudinal sarcoplasmic reticulum skeletal muscle swollen, abnormal (ZP:0008857), Skeletal muscle atrophy (HP:0003202)-slow muscle cell somite increased length, abnormal (ZP:0138655), 
134	FRZB_AD	FRZB	2487	AD	0.2399	0.1485	0.2503	0.9735	0.0000	0.2375	0.0000	0.5006	0.5006	0.5000	0		Failure to thrive (HP:0001508)-impaired coordination (MP:0001405), Small for gestational age (HP:0001518)-impaired coordination (MP:0001405), Premature birth (HP:0001622)-impaired coordination (MP:0001405), Short stature (HP:0004322)-impaired coordination (MP:0001405), 		Proximity to SLC26A2 associated with Diastrophic dysplasia (OMIM:222600): Nephrocalcinosis (HP:0000121)-Costal cartilage calcification (HP:0006646), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Hip contracture (HP:0003273), Short stature (HP:0004322)-Disproportionate short-limb short stature (HP:0008873), 	Proximity to SLC26A2 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased length of long bones (MP:0004686), Short stature (HP:0004322)-delayed endochondral bone ossification (MP:0003419), 	
135	C1QL2_AD	C1QL2	165257	AD	0.2410	0.1468	0.3243	0.8882	0.0000	0.3243	0.0000	0.0000	0.3243	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), 				
136	PDE4DIP_AD	PDE4DIP	9659	AD	0.2447	0.1415	0.2214	1.0000	0.0000	0.2214	0.0000	0.0000	0.2214	1.0000	0		Failure to thrive (HP:0001508)-hyperactivity (MP:0001399), Small for gestational age (HP:0001518)-hyperactivity (MP:0001399), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Short stature (HP:0004322)-hyperactivity (MP:0001399), 				
136	PDE4DIP_AR	PDE4DIP	9659	AR	0.2447	0.1415	0.2214	1.0000	0.0000	0.2214	0.0000	0.0000	0.2214	1.0000	0		Failure to thrive (HP:0001508)-hyperactivity (MP:0001399), Small for gestational age (HP:0001518)-hyperactivity (MP:0001399), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Short stature (HP:0004322)-hyperactivity (MP:0001399), 				
138	TUBGCP6_AD	TUBGCP6	85378	AD	0.2469	0.1385	0.2517	0.9630	0.4035	0.0000	0.0000	0.5034	0.5034	0.5000	0	Autosomal recessive chorioretinopathy-microcephaly syndrome (ORPHA:2518): Skeletal muscle atrophy (HP:0003202)-Cerebral cortical atrophy (HP:0002120), Short stature (HP:0004322)-Short stature (HP:0004322), 			Proximity to CEP57 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to CEP57 Skeletal muscle atrophy (HP:0003202)-short tail (MP:0000592), Short stature (HP:0004322)-short tail (MP:0000592), 	
139	PIK3C3_AD	PIK3C3	5289	AD	0.2504	0.1335	0.5016	0.6755	0.0000	0.4261	0.2330	0.5016	0.5016	1.0000	0		Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Rhabdomyosarcoma (HP:0002859)-vesicle myotome decreased amount, abnormal (ZP:0137575), Skeletal muscle atrophy (HP:0003202)-vesicle myotome decreased amount, abnormal (ZP:0137575), 		Proximity to HGS Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-cachexia (MP:0005150), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Rhabdomyosarcoma (HP:0002859)-muscular atrophy (MP:0002269), Skeletal muscle atrophy (HP:0003202)-muscular atrophy (MP:0002269), Short stature (HP:0004322)-decreased body height (MP:0001255), 	
140	GARRE1_AD	GARRE1	9710	AD	0.2505	0.1333	0.2147	1.0000	0.0000	0.2147	0.0000	0.0000	0.2147	1.0000	0		Failure to thrive (HP:0001508)-hyperactivity (MP:0001399), Small for gestational age (HP:0001518)-hyperactivity (MP:0001399), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Short stature (HP:0004322)-hyperactivity (MP:0001399), 				
141	PRAMEF6_AD	PRAMEF6	440561	AD	0.2518	0.1316	0.3901	0.8000	0.0000	0.3901	0.0000	0.0000	0.3901	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Skeletal muscle atrophy (HP:0003202)-small heart (MP:0002188), Short stature (HP:0004322)-small heart (MP:0002188), 				
142	TSSK6_AD	TSSK6	83983	AD	0.2524	0.1308	0.5000	0.6748	0.0000	0.2516	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-asthenozoospermia (MP:0002675), Small for gestational age (HP:0001518)-asthenozoospermia (MP:0002675), Premature birth (HP:0001622)-asthenozoospermia (MP:0002675), Short stature (HP:0004322)-asthenozoospermia (MP:0002675), 		Proximity to MUSK associated with Fetal akinesia deformation sequence 1 (OMIM:208150): Nephrocalcinosis (HP:0000121)-Small placenta (HP:0006266), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Generalized amyotrophy (HP:0003700), Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), 	Proximity to MUSK Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-impaired coordination (MP:0001405), Rhabdomyosarcoma (HP:0002859)-abnormal muscle electrophysiology (MP:0004145), Skeletal muscle atrophy (HP:0003202)-thin diaphragm muscle (MP:0000761), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Proximity to MUSK Failure to thrive (HP:0001508)-axon extension process quality, abnormal (ZP:0001660), Small for gestational age (HP:0001518)-axon extension process quality, abnormal (ZP:0001660), Rhabdomyosarcoma (HP:0002859)-extracellular matrix myotome absent, abnormal (ZP:0018899), Skeletal muscle atrophy (HP:0003202)-extracellular matrix myotome absent, abnormal (ZP:0018899), Short stature (HP:0004322)-axon extension process quality, abnormal (ZP:0001660), 
143	CNOT10_AD	CNOT10	25904	AD	0.2531	0.1300	0.2147	0.9969	0.0000	0.2147	0.0000	0.0000	0.2147	1.0000	0		Failure to thrive (HP:0001508)-hyperactivity (MP:0001399), Small for gestational age (HP:0001518)-hyperactivity (MP:0001399), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Short stature (HP:0004322)-hyperactivity (MP:0001399), 				
144	EHBP1L1_AD	EHBP1L1	254102	AD	0.2597	0.1215	0.3813	0.8000	0.0000	0.3813	0.0000	0.0000	0.3813	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal Mullerian duct morphology (MP:0003826), Rhabdomyosarcoma (HP:0002859)-abnormal eye muscle morphology (MP:0003686), Skeletal muscle atrophy (HP:0003202)-thin myocardium (MP:0002652), Short stature (HP:0004322)-thin myocardium (MP:0002652), 				
145	L2HGDH_AD	L2HGDH	79944	AD	0.2608	0.1202	0.2501	0.9471	0.2754	0.2350	0.0000	0.5001	0.5001	0.5000	0	L-2-hydroxyglutaric aciduria (OMIM:236792): Nephrocalcinosis (HP:0000121)-L-2-hydroxyglutaric aciduria (HP:0040144), Skeletal muscle atrophy (HP:0003202)-Cerebellar atrophy (HP:0001272), 	Failure to thrive (HP:0001508)-decreased exploration in new environment (MP:0001417), Small for gestational age (HP:0001518)-decreased exploration in new environment (MP:0001417), Premature birth (HP:0001622)-decreased exploration in new environment (MP:0001417), Short stature (HP:0004322)-decreased exploration in new environment (MP:0001417), 		Proximity to SLC1A2 associated with Developmental and epileptic encephalopathy 41 (OMIM:617105): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Flexion contracture (HP:0001371), Short stature (HP:0004322)-Delayed CNS myelination (HP:0002188), 	Proximity to SLC1A2 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	Proximity to SLC1A2 Failure to thrive (HP:0001508)-skeletal muscle contraction increased frequency, abnormal (ZP:0004409), Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 
146	ZNG1E_AD	ZNG1E	220869	AD	0.2655	0.1149	0.3751	0.8000	0.0000	0.3751	0.0000	0.0000	0.3751	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney interstitium morphology (MP:0011425), 				
147	LRP4_AR	LRP4	4038	AR	0.2682	0.1117	0.5131	0.6404	0.5131	0.4122	0.3624	0.5059	0.5131	1.0000	0	Postsynaptic congenital myasthenic syndromes (ORPHA:98913): Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-High palate (HP:0000218), 	Nephrocalcinosis (HP:0000121)-abnormal kidney development (MP:0000527), Skeletal muscle atrophy (HP:0003202)-ureter hypoplasia (MP:0011298), Short stature (HP:0004322)-ureter hypoplasia (MP:0011298), 	Nephrocalcinosis (HP:0000121)-renal system morphology, abnormal (ZP:0107060), Rhabdomyosarcoma (HP:0002859)-acetylcholine-gated channel complex muscle decreased amount, abnormal (ZP:0019937), Skeletal muscle atrophy (HP:0003202)-acetylcholine-gated channel complex muscle decreased amount, abnormal (ZP:0019937), 	Proximity to MUSK associated with Fetal akinesia deformation sequence 1 (OMIM:208150): Nephrocalcinosis (HP:0000121)-Small placenta (HP:0006266), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Generalized amyotrophy (HP:0003700), Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), 	Proximity to MUSK Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-impaired coordination (MP:0001405), Rhabdomyosarcoma (HP:0002859)-abnormal muscle electrophysiology (MP:0004145), Skeletal muscle atrophy (HP:0003202)-thin diaphragm muscle (MP:0000761), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Proximity to MUSK Failure to thrive (HP:0001508)-axon extension process quality, abnormal (ZP:0001660), Small for gestational age (HP:0001518)-axon extension process quality, abnormal (ZP:0001660), Rhabdomyosarcoma (HP:0002859)-extracellular matrix myotome absent, abnormal (ZP:0018899), Skeletal muscle atrophy (HP:0003202)-extracellular matrix myotome absent, abnormal (ZP:0018899), Short stature (HP:0004322)-axon extension process quality, abnormal (ZP:0001660), 
148	KRT6C_AD	KRT6C	286887	AD	0.2710	0.1086	0.5059	0.6450	0.0000	0.5059	0.0000	0.0000	0.5059	1.0000	0		Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 				
149	HGSNAT_AD	HGSNAT	138050	AD	0.2740	0.1054	0.2500	0.9311	0.3865	0.3916	0.0000	0.5000	0.5000	0.5000	0	Retinitis pigmentosa (ORPHA:791): Nephrocalcinosis (HP:0000121)-Hypogonadism (HP:0000135), Failure to thrive (HP:0001508)-Obesity (HP:0001513), Small for gestational age (HP:0001518)-Obesity (HP:0001513), Premature birth (HP:0001622)-Abnormal testis morphology (HP:0000035), Skeletal muscle atrophy (HP:0003202)-Optic atrophy (HP:0000648), 	Nephrocalcinosis (HP:0000121)-abnormal proximal convoluted tubule morphology (MP:0004756), Failure to thrive (HP:0001508)-decreased locomotor activity (MP:0001402), Small for gestational age (HP:0001518)-increased spleen weight (MP:0004952), Premature birth (HP:0001622)-increased anxiety-related response (MP:0001363), Rhabdomyosarcoma (HP:0002859)-abnormal ventricle myocardium morphology (MP:0010499), Skeletal muscle atrophy (HP:0003202)-abnormal ventricle myocardium morphology (MP:0010499), Short stature (HP:0004322)-increased anxiety-related response (MP:0001363), 		Proximity to GLB1 associated with GM1-gangliosidosis, type II (OMIM:230600): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), 	Proximity to GLB1 Nephrocalcinosis (HP:0000121)-abnormal renal glomerulus morphology (MP:0005325), Failure to thrive (HP:0001508)-cachexia (MP:0005150), Small for gestational age (HP:0001518)-cachexia (MP:0005150), Premature birth (HP:0001622)-decreased locomotor activity (MP:0001402), Skeletal muscle atrophy (HP:0003202)-cachexia (MP:0005150), Short stature (HP:0004322)-cachexia (MP:0005150), 	
150	MRGPRF_AD	MRGPRF	116535	AD	0.2759	0.1032	0.5000	0.6456	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GNA11 associated with Autosomal dominant hypocalcemia (ORPHA:428): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Optic atrophy (HP:0000648), 	Proximity to GNA11 Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	
151	PRAMEF10_AR	PRAMEF10	343071	AR	0.2769	0.1022	0.3901	0.7688	0.0000	0.3901	0.0000	0.0000	0.3901	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Skeletal muscle atrophy (HP:0003202)-small heart (MP:0002188), Short stature (HP:0004322)-small heart (MP:0002188), 				
152	PIK3C2A_AD	PIK3C2A	5286	AD	0.2817	0.0973	0.2774	0.8904	0.6698	0.5547	0.0000	0.5046	0.6698	0.5000	0	Oculoskeletodental syndrome (OMIM:618440): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Skeletal muscle atrophy (HP:0003202)-Macroglossia (HP:0000158), Short stature (HP:0004322)-Short stature (HP:0004322), 	Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 		Proximity to STAMBP associated with Microcephaly-capillary malformation syndrome (OMIM:614261): Nephrocalcinosis (HP:0000121)-Vesicoureteral reflux (HP:0000076), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to STAMBP Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
153	ALDH3A1_AD	ALDH3A1	218	AD	0.2822	0.0968	0.5032	0.6343	0.0000	0.0000	0.0000	0.5032	0.5032	1.0000	0				Proximity to COMT associated with 22q11.2 deletion syndrome (ORPHA:567): Nephrocalcinosis (HP:0000121)-Multiple renal cysts (HP:0005562), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Skeletal muscle atrophy (HP:0003202)-Optic atrophy (HP:0000648), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to COMT Nephrocalcinosis (HP:0000121)-abnormal renal glomerulus morphology (MP:0005325), Failure to thrive (HP:0001508)-increased anxiety-related response (MP:0001363), Small for gestational age (HP:0001518)-increased anxiety-related response (MP:0001363), Premature birth (HP:0001622)-increased anxiety-related response (MP:0001363), Short stature (HP:0004322)-increased anxiety-related response (MP:0001363), 	
154	FAT4_AD	FAT4	79633	AD	0.2830	0.0960	0.2500	0.9197	0.4480	0.4365	0.0000	0.5001	0.5001	0.5000	0	Cerebrofacioarticular syndrome (ORPHA:314679): Nephrocalcinosis (HP:0000121)-Renal hypoplasia (HP:0000089), Skeletal muscle atrophy (HP:0003202)-Camptodactyly (HP:0012385), Short stature (HP:0004322)-Short stature (HP:0004322), 	Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Failure to thrive (HP:0001508)-abnormal sternum ossification (MP:0008277), Small for gestational age (HP:0001518)-abnormal sternum ossification (MP:0008277), Premature birth (HP:0001622)-abnormal sternum ossification (MP:0008277), Skeletal muscle atrophy (HP:0003202)-small lung (MP:0003641), Short stature (HP:0004322)-small lung (MP:0003641), 		Proximity to CRB2 associated with Ventriculomegaly with cystic kidney disease (OMIM:219730): Nephrocalcinosis (HP:0000121)-Hyperechogenic kidneys (HP:0004719), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to CRB2 Skeletal muscle atrophy (HP:0003202)-small allantois (MP:0004559), Short stature (HP:0004322)-small allantois (MP:0004559), 	Proximity to CRB2 Nephrocalcinosis (HP:0000121)-pronephros cystic, abnormal (ZP:0001445), 
155	KMT2C_AD	KMT2C	58508	AD	0.2837	0.0953	0.5996	0.5233	0.5996	0.4598	0.0000	0.5043	0.5996	1.0000	0	Kleefstra syndrome due to a point mutation (ORPHA:261652): Nephrocalcinosis (HP:0000121)-Abnormality of the kidney (HP:0000077), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Precocious puberty (HP:0000826), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 		Proximity to KDM6A associated with Kabuki syndrome (ORPHA:2322): Nephrocalcinosis (HP:0000121)-Renal hypoplasia/aplasia (HP:0008678), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Precocious puberty (HP:0000826), Skeletal muscle atrophy (HP:0003202)-Congenital diaphragmatic hernia (HP:0000776), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to KDM6A Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	Proximity to KDM6A Premature birth (HP:0001622)-germ cell migration disrupted, abnormal (ZP:0002495), 
156	RBMXL1_AR	RBMXL1	494115	AR	0.2912	0.0881	0.5008	0.6256	0.0000	0.0000	0.0000	0.5008	0.5008	1.0000	0				Proximity to HNRNPK associated with Au-Kline syndrome (OMIM:616580): Nephrocalcinosis (HP:0000121)-Dilatation of the renal pelvis (HP:0010946), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Short stature (HP:0004322)-High palate (HP:0000218), 		
157	PRSS2_AD	PRSS2	5645	AD	0.2942	0.0852	0.2990	0.8500	0.2990	0.2259	0.0000	0.0000	0.2990	1.0000	0	Pancreatitis, chronic, protection against (OMIM:167800): Nephrocalcinosis (HP:0000121)-Pancreatic calcification (HP:0005213), 	Failure to thrive (HP:0001508)-impaired righting response (MP:0001523), Small for gestational age (HP:0001518)-impaired righting response (MP:0001523), Premature birth (HP:0001622)-impaired righting response (MP:0001523), Short stature (HP:0004322)-impaired righting response (MP:0001523), 				
158	TTN_AD	TTN	7273	AD	0.2950	0.0845	0.5191	0.6000	0.5830	0.4261	0.4457	0.0000	0.5830	1.0000	0	Classic multiminicore myopathy (ORPHA:324604): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Skeletal muscle atrophy (HP:0003202)-Generalized amyotrophy (HP:0003700), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Failure to thrive (HP:0001508)-growth decreased occurrence, abnormal (ZP:0003058), Small for gestational age (HP:0001518)-growth decreased occurrence, abnormal (ZP:0003058), Rhabdomyosarcoma (HP:0002859)-skeletal muscle quality, abnormal (ZP:0003067), Skeletal muscle atrophy (HP:0003202)-muscle structure, abnormal (ZP:0001507), Short stature (HP:0004322)-growth decreased occurrence, abnormal (ZP:0003058), 			
